experiment_id,timestamp,seed,parameter,parameter_value,number_of_users,strategy,total_bandwidth,total_allocated,utilization_percentage,jain_fairness_index,average_utility,latency_ms,jitter_ms,computational_time,data_source
sensitivity_42_50_game_theory_w_throughput_1.0_44,2026-09-01T11:49:22.435593,44,w_throughput,1.0,50,game_theory,100.0,88.0,88.0,0.9192,0.393022,13.72,3.71,0.000217,SIMULATION
sensitivity_42_50_game_theory_w_throughput_1.0_45,2026-09-01T11:49:22.451515,45,w_throughput,1.0,50,game_theory,100.0,88.0,88.0,0.9387,0.393178,11.81,3.44,0.000137,SIMULATION
sensitivity_42_50_game_theory_w_throughput_1.0_46,2026-09-01T11:49:22.462270,46,w_throughput,1.0,50,game_theory,100.0,89.5,89.5,0.9168,0.358466,20.44,3.0,0.000134,SIMULATION
sensitivity_42_100_equal_w_throughput_1.0_42,2026-09-01T11:49:22.462793,42,w_throughput,1.0,100,equal,100.0,100.0,100.0,1.0,0.318642,16.95,1.13,0.000195,SIMULATION
sensitivity_42_100_equal_w_throughput_1.0_43,2026-09-01T11:49:22.463222,43,w_throughput,1.0,100,equal,100.0,100.0,100.0,1.0,0.310493,8.54,4.48,0.000144,SIMULATION
sensitivity_42_100_equal_w_throughput_1.0_44,2026-09-01T11:49:22.463666,44,w_throughput,1.0,100,equal,100.0,100.0,100.0,1.0,0.321766,13.72,3.71,0.000159,SIMULATION
sensitivity_42_100_equal_w_throughput_1.0_45,2026-09-01T11:49:22.464078,45,w_throughput,1.0,100,equal,100.0,100.0,100.0,1.0,0.325235,11.81,3.44,0.00014,SIMULATION
sensitivity_42_100_equal_w_throughput_1.0_46,2026-09-01T11:49:22.464499,46,w_throughput,1.0,100,equal,100.0,100.0,100.0,1.0,0.289549,20.44,3.0,0.000148,SIMULATION
sensitivity_42_100_proportional_w_throughput_1.0_42,2026-09-01T11:49:22.464950,42,w_throughput,1.0,100,proportional,100.0,100.0,100.0,0.7987,0.289673,16.95,1.13,0.000148,SIMULATION
sensitivity_42_100_proportional_w_throughput_1.0_43,2026-09-01T11:49:22.465387,43,w_throughput,1.0,100,proportional,100.0,100.0,100.0,0.7804,0.283927,8.54,4.48,0.000147,SIMULATION
sensitivity_42_100_proportional_w_throughput_1.0_44,2026-09-01T11:49:22.465848,44,w_throughput,1.0,100,proportional,100.0,100.0,100.0,0.774,0.291265,13.72,3.71,0.000151,SIMULATION
sensitivity_42_100_proportional_w_throughput_1.0_45,2026-09-01T11:49:22.466295,45,w_throughput,1.0,100,proportional,100.0,100.0,100.0,0.8017,0.293147,11.81,3.44,0.00015,SIMULATION
sensitivity_42_100_proportional_w_throughput_1.0_46,2026-09-01T11:49:22.466766,46,w_throughput,1.0,100,proportional,100.0,100.0,100.0,0.7808,0.262475,20.44,3.0,0.000168,SIMULATION
sensitivity_42_100_priority_w_throughput_1.0_42,2026-09-01T11:49:22.467279,42,w_throughput,1.0,100,priority,100.0,100.0,100.0,0.9405,0.321257,16.95,1.13,0.000155,SIMULATION
sensitivity_42_100_priority_w_throughput_1.0_43,2026-09-01T11:49:22.467824,43,w_throughput,1.0,100,priority,100.0,100.0,100.0,0.9364,0.31494,8.54,4.48,0.00016,SIMULATION
sensitivity_42_100_priority_w_throughput_1.0_44,2026-09-01T11:49:22.468352,44,w_throughput,1.0,100,priority,100.0,100.0,100.0,0.9417,0.323317,13.72,3.71,0.00016,SIMULATION
sensitivity_42_100_priority_w_throughput_1.0_45,2026-09-01T11:49:22.468920,45,w_throughput,1.0,100,priority,100.0,100.0,100.0,0.9458,0.325072,11.81,3.44,0.000165,SIMULATION
sensitivity_42_100_priority_w_throughput_1.0_46,2026-09-01T11:49:22.469459,46,w_throughput,1.0,100,priority,100.0,100.0,100.0,0.9349,0.288919,20.44,3.0,0.000164,SIMULATION
sensitivity_42_100_max_min_fairness_w_throughput_1.0_42,2026-09-01T11:49:22.469990,42,w_throughput,1.0,100,max_min_fairness,100.0,100.0,100.0,1.0,0.318642,16.95,1.13,0.000165,SIMULATION
sensitivity_42_100_max_min_fairness_w_throughput_1.0_43,2026-09-01T11:49:22.470508,43,w_throughput,1.0,100,max_min_fairness,100.0,100.0,100.0,1.0,0.310493,8.54,4.48,0.000167,SIMULATION
sensitivity_42_100_max_min_fairness_w_throughput_1.0_44,2026-09-01T11:49:22.471047,44,w_throughput,1.0,100,max_min_fairness,100.0,100.0,100.0,1.0,0.321766,13.72,3.71,0.000168,SIMULATION
sensitivity_42_100_max_min_fairness_w_throughput_1.0_45,2026-09-01T11:49:22.471581,45,w_throughput,1.0,100,max_min_fairness,100.0,100.0,100.0,1.0,0.325235,11.81,3.44,0.000173,SIMULATION
sensitivity_42_100_max_min_fairness_w_throughput_1.0_46,2026-09-01T11:49:22.472111,46,w_throughput,1.0,100,max_min_fairness,100.0,100.0,100.0,1.0,0.289549,20.44,3.0,0.000168,SIMULATION
sensitivity_42_100_alpha_fair_w_throughput_1.0_42,2026-09-01T11:49:22.472671,42,w_throughput,1.0,100,alpha_fair,100.0,100.0,100.0,0.7987,0.289673,16.95,1.13,0.000207,SIMULATION
sensitivity_42_100_alpha_fair_w_throughput_1.0_43,2026-09-01T11:49:22.473329,43,w_throughput,1.0,100,alpha_fair,100.0,100.0,100.0,0.7804,0.283927,8.54,4.48,0.000299,SIMULATION
sensitivity_42_100_alpha_fair_w_throughput_1.0_44,2026-09-01T11:49:22.474248,44,w_throughput,1.0,100,alpha_fair,100.0,100.0,100.0,0.774,0.291265,13.72,3.71,0.000324,SIMULATION
sensitivity_42_100_alpha_fair_w_throughput_1.0_45,2026-09-01T11:49:22.475114,45,w_throughput,1.0,100,alpha_fair,100.0,100.0,100.0,0.8017,0.293147,11.81,3.44,0.000436,SIMULATION
sensitivity_42_100_alpha_fair_w_throughput_1.0_46,2026-09-01T11:49:22.475895,46,w_throughput,1.0,100,alpha_fair,100.0,100.0,100.0,0.7808,0.262475,20.44,3.0,0.000226,SIMULATION
sensitivity_42_100_game_theory_w_throughput_1.0_42,2026-09-01T11:49:22.491455,42,w_throughput,1.0,100,game_theory,100.0,100.0,100.0,0.6231,0.221172,16.95,1.13,0.000223,SIMULATION
sensitivity_42_100_game_theory_w_throughput_1.0_43,2026-09-01T11:49:22.506353,43,w_throughput,1.0,100,game_theory,100.0,100.0,100.0,0.6494,0.224176,8.54,4.48,0.000213,SIMULATION
sensitivity_42_100_game_theory_w_throughput_1.0_44,2026-09-01T11:49:22.521264,44,w_throughput,1.0,100,game_theory,100.0,100.0,100.0,0.6079,0.217256,13.72,3.71,0.000201,SIMULATION
sensitivity_42_100_game_theory_w_throughput_1.0_45,2026-09-01T11:49:22.537216,45,w_throughput,1.0,100,game_theory,100.0,100.0,100.0,0.625,0.226192,11.81,3.44,0.000193,SIMULATION
sensitivity_42_100_game_theory_w_throughput_1.0_46,2026-09-01T11:49:22.551928,46,w_throughput,1.0,100,game_theory,100.0,100.0,100.0,0.641,0.198404,20.44,3.0,0.000175,SIMULATION
sensitivity_42_200_equal_w_throughput_1.0_42,2026-09-01T11:49:22.552827,42,w_throughput,1.0,200,equal,100.0,100.0,100.0,1.0,0.232677,16.95,1.13,0.000328,SIMULATION
sensitivity_42_200_equal_w_throughput_1.0_43,2026-09-01T11:49:22.553647,43,w_throughput,1.0,200,equal,100.0,100.0,100.0,1.0,0.22734,8.54,4.48,0.000281,SIMULATION
sensitivity_42_200_equal_w_throughput_1.0_44,2026-09-01T11:49:22.554460,44,w_throughput,1.0,200,equal,100.0,100.0,100.0,1.0,0.234448,13.72,3.71,0.000279,SIMULATION
sensitivity_42_200_equal_w_throughput_1.0_45,2026-09-01T11:49:22.555275,45,w_throughput,1.0,200,equal,100.0,100.0,100.0,1.0,0.24552,11.81,3.44,0.000282,SIMULATION
sensitivity_42_200_equal_w_throughput_1.0_46,2026-09-01T11:49:22.556084,46,w_throughput,1.0,200,equal,100.0,100.0,100.0,1.0,0.225902,20.44,3.0,0.000278,SIMULATION
sensitivity_42_200_proportional_w_throughput_1.0_42,2026-09-01T11:49:22.557392,42,w_throughput,1.0,200,proportional,100.0,100.0,100.0,0.7909,0.221846,16.95,1.13,0.000629,SIMULATION
sensitivity_42_200_proportional_w_throughput_1.0_43,2026-09-01T11:49:22.559077,43,w_throughput,1.0,200,proportional,100.0,100.0,100.0,0.7785,0.217898,8.54,4.48,0.000489,SIMULATION
sensitivity_42_200_proportional_w_throughput_1.0_44,2026-09-01T11:49:22.559948,44,w_throughput,1.0,200,proportional,100.0,100.0,100.0,0.8003,0.222404,13.72,3.71,0.000273,SIMULATION
sensitivity_42_200_proportional_w_throughput_1.0_45,2026-09-01T11:49:22.560758,45,w_throughput,1.0,200,proportional,100.0,100.0,100.0,0.8309,0.234577,11.81,3.44,0.000285,SIMULATION
sensitivity_42_200_proportional_w_throughput_1.0_46,2026-09-01T11:49:22.561568,46,w_throughput,1.0,200,proportional,100.0,100.0,100.0,0.791,0.214531,20.44,3.0,0.000274,SIMULATION
sensitivity_42_200_priority_w_throughput_1.0_42,2026-09-01T11:49:22.562509,42,w_throughput,1.0,200,priority,100.0,100.0,100.0,0.9391,0.237845,16.95,1.13,0.000281,SIMULATION
sensitivity_42_200_priority_w_throughput_1.0_43,2026-09-01T11:49:22.563448,43,w_throughput,1.0,200,priority,100.0,100.0,100.0,0.9357,0.233471,8.54,4.48,0.000282,SIMULATION
sensitivity_42_200_priority_w_throughput_1.0_44,2026-09-01T11:49:22.564389,44,w_throughput,1.0,200,priority,100.0,100.0,100.0,0.9427,0.238279,13.72,3.71,0.000282,SIMULATION
sensitivity_42_200_priority_w_throughput_1.0_45,2026-09-01T11:49:22.565319,45,w_throughput,1.0,200,priority,100.0,100.0,100.0,0.9509,0.248006,11.81,3.44,0.000287,SIMULATION
sensitivity_42_200_priority_w_throughput_1.0_46,2026-09-01T11:49:22.566260,46,w_throughput,1.0,200,priority,100.0,100.0,100.0,0.9413,0.229094,20.44,3.0,0.000282,SIMULATION
sensitivity_42_200_max_min_fairness_w_throughput_1.0_42,2026-09-01T11:49:22.567128,42,w_throughput,1.0,200,max_min_fairness,100.0,100.0,100.0,1.0,0.232677,16.95,1.13,0.00028,SIMULATION
sensitivity_42_200_max_min_fairness_w_throughput_1.0_43,2026-09-01T11:49:22.567999,43,w_throughput,1.0,200,max_min_fairness,100.0,100.0,100.0,1.0,0.22734,8.54,4.48,0.00028,SIMULATION
sensitivity_42_200_max_min_fairness_w_throughput_1.0_44,2026-09-01T11:49:22.568893,44,w_throughput,1.0,200,max_min_fairness,100.0,100.0,100.0,1.0,0.234448,13.72,3.71,0.000284,SIMULATION
sensitivity_42_200_max_min_fairness_w_throughput_1.0_45,2026-09-01T11:49:22.569795,45,w_throughput,1.0,200,max_min_fairness,100.0,100.0,100.0,1.0,0.24552,11.81,3.44,0.00031,SIMULATION
sensitivity_42_200_max_min_fairness_w_throughput_1.0_46,2026-09-01T11:49:22.570659,46,w_throughput,1.0,200,max_min_fairness,100.0,100.0,100.0,1.0,0.225902,20.44,3.0,0.00028,SIMULATION
sensitivity_42_200_alpha_fair_w_throughput_1.0_42,2026-09-01T11:49:22.571523,42,w_throughput,1.0,200,alpha_fair,100.0,100.0,100.0,0.7909,0.221846,16.95,1.13,0.000305,SIMULATION
sensitivity_42_200_alpha_fair_w_throughput_1.0_43,2026-09-01T11:49:22.572359,43,w_throughput,1.0,200,alpha_fair,100.0,100.0,100.0,0.7785,0.217898,8.54,4.48,0.000281,SIMULATION
sensitivity_42_200_alpha_fair_w_throughput_1.0_44,2026-09-01T11:49:22.573232,44,w_throughput,1.0,200,alpha_fair,100.0,100.0,100.0,0.8003,0.222404,13.72,3.71,0.000319,SIMULATION
sensitivity_42_200_alpha_fair_w_throughput_1.0_45,2026-09-01T11:49:22.574350,45,w_throughput,1.0,200,alpha_fair,100.0,100.0,100.0,0.8309,0.234577,11.81,3.44,0.000379,SIMULATION
sensitivity_42_200_alpha_fair_w_throughput_1.0_46,2026-09-01T11:49:22.575393,46,w_throughput,1.0,200,alpha_fair,100.0,100.0,100.0,0.791,0.214531,20.44,3.0,0.000362,SIMULATION
sensitivity_42_200_game_theory_w_throughput_1.0_42,2026-09-01T11:49:22.617154,42,w_throughput,1.0,200,game_theory,100.0,100.0,100.0,0.3115,0.110586,16.95,1.13,0.000236,SIMULATION
sensitivity_42_200_game_theory_w_throughput_1.0_43,2026-09-01T11:49:22.663360,43,w_throughput,1.0,200,game_theory,100.0,100.0,100.0,0.3247,0.112088,8.54,4.48,0.000239,SIMULATION
sensitivity_42_200_game_theory_w_throughput_1.0_44,2026-09-01T11:49:22.704885,44,w_throughput,1.0,200,game_theory,100.0,100.0,100.0,0.304,0.108628,13.72,3.71,0.000278,SIMULATION
sensitivity_42_200_game_theory_w_throughput_1.0_45,2026-09-01T11:49:22.750466,45,w_throughput,1.0,200,game_theory,100.0,100.0,100.0,0.3125,0.113096,11.81,3.44,0.000235,SIMULATION
sensitivity_42_200_game_theory_w_throughput_1.0_46,2026-09-01T11:49:22.792289,46,w_throughput,1.0,200,game_theory,100.0,100.0,100.0,0.3205,0.099202,20.44,3.0,0.000295,SIMULATION
sensitivity_42_373_equal_w_throughput_1.0_42,2026-09-01T11:49:22.793808,42,w_throughput,1.0,373,equal,100.0,100.0,100.0,1.0,0.150731,16.95,1.13,0.000529,SIMULATION
sensitivity_42_373_equal_w_throughput_1.0_43,2026-09-01T11:49:22.795308,43,w_throughput,1.0,373,equal,100.0,100.0,100.0,1.0,0.148215,8.54,4.48,0.000521,SIMULATION
sensitivity_42_373_equal_w_throughput_1.0_44,2026-09-01T11:49:22.796801,44,w_throughput,1.0,373,equal,100.0,100.0,100.0,1.0,0.15083,13.72,3.71,0.000516,SIMULATION
sensitivity_42_373_equal_w_throughput_1.0_45,2026-09-01T11:49:22.798297,45,w_throughput,1.0,373,equal,100.0,100.0,100.0,1.0,0.155909,11.81,3.44,0.000516,SIMULATION
sensitivity_42_373_equal_w_throughput_1.0_46,2026-09-01T11:49:22.799789,46,w_throughput,1.0,373,equal,100.0,100.0,100.0,1.0,0.147854,20.44,3.0,0.000516,SIMULATION
sensitivity_42_373_proportional_w_throughput_1.0_42,2026-09-01T11:49:22.801309,42,w_throughput,1.0,373,proportional,100.0,100.0,100.0,0.7991,0.146723,16.95,1.13,0.000519,SIMULATION
sensitivity_42_373_proportional_w_throughput_1.0_43,2026-09-01T11:49:22.802921,43,w_throughput,1.0,373,proportional,100.0,100.0,100.0,0.7838,0.145648,8.54,4.48,0.000572,SIMULATION
sensitivity_42_373_proportional_w_throughput_1.0_44,2026-09-01T11:49:22.804594,44,w_throughput,1.0,373,proportional,100.0,100.0,100.0,0.7901,0.146635,13.72,3.71,0.000522,SIMULATION
sensitivity_42_373_proportional_w_throughput_1.0_45,2026-09-01T11:49:22.806116,45,w_throughput,1.0,373,proportional,100.0,100.0,100.0,0.8172,0.152146,11.81,3.44,0.000515,SIMULATION
sensitivity_42_373_proportional_w_throughput_1.0_46,2026-09-01T11:49:22.808102,46,w_throughput,1.0,373,proportional,100.0,100.0,100.0,0.7982,0.145061,20.44,3.0,0.000653,SIMULATION
sensitivity_42_373_priority_w_throughput_1.0_42,2026-09-01T11:49:22.810001,42,w_throughput,1.0,373,priority,100.0,100.0,100.0,0.9411,0.155309,16.95,1.13,0.000548,SIMULATION
sensitivity_42_373_priority_w_throughput_1.0_43,2026-09-01T11:49:22.811747,43,w_throughput,1.0,373,priority,100.0,100.0,100.0,0.9365,0.152996,8.54,4.48,0.000542,SIMULATION
sensitivity_42_373_priority_w_throughput_1.0_44,2026-09-01T11:49:22.813487,44,w_throughput,1.0,373,priority,100.0,100.0,100.0,0.9417,0.154884,13.72,3.71,0.000522,SIMULATION
sensitivity_42_373_priority_w_throughput_1.0_45,2026-09-01T11:49:22.815252,45,w_throughput,1.0,373,priority,100.0,100.0,100.0,0.9473,0.159571,11.81,3.44,0.000546,SIMULATION
sensitivity_42_373_priority_w_throughput_1.0_46,2026-09-01T11:49:22.816981,46,w_throughput,1.0,373,priority,100.0,100.0,100.0,0.9422,0.1515,20.44,3.0,0.000519,SIMULATION
sensitivity_42_373_max_min_fairness_w_throughput_1.0_42,2026-09-01T11:49:22.818589,42,w_throughput,1.0,373,max_min_fairness,100.0,100.0,100.0,1.0,0.150731,16.95,1.13,0.000518,SIMULATION
sensitivity_42_373_max_min_fairness_w_throughput_1.0_43,2026-09-01T11:49:22.820289,43,w_throughput,1.0,373,max_min_fairness,100.0,100.0,100.0,1.0,0.148215,8.54,4.48,0.000522,SIMULATION
sensitivity_42_373_max_min_fairness_w_throughput_1.0_44,2026-09-01T11:49:22.821890,44,w_throughput,1.0,373,max_min_fairness,100.0,100.0,100.0,1.0,0.15083,13.72,3.71,0.000519,SIMULATION
sensitivity_42_373_max_min_fairness_w_throughput_1.0_45,2026-09-01T11:49:22.823909,45,w_throughput,1.0,373,max_min_fairness,100.0,100.0,100.0,1.0,0.155909,11.81,3.44,0.000886,SIMULATION
sensitivity_42_373_max_min_fairness_w_throughput_1.0_46,2026-09-01T11:49:22.826331,46,w_throughput,1.0,373,max_min_fairness,100.0,100.0,100.0,1.0,0.147854,20.44,3.0,0.000552,SIMULATION
sensitivity_42_373_alpha_fair_w_throughput_1.0_42,2026-09-01T11:49:22.827909,42,w_throughput,1.0,373,alpha_fair,100.0,100.0,100.0,0.7991,0.146723,16.95,1.13,0.000519,SIMULATION
sensitivity_42_373_alpha_fair_w_throughput_1.0_43,2026-09-01T11:49:22.829454,43,w_throughput,1.0,373,alpha_fair,100.0,100.0,100.0,0.7838,0.145648,8.54,4.48,0.000524,SIMULATION
sensitivity_42_373_alpha_fair_w_throughput_1.0_44,2026-09-01T11:49:22.830989,44,w_throughput,1.0,373,alpha_fair,100.0,100.0,100.0,0.7901,0.146635,13.72,3.71,0.000517,SIMULATION
sensitivity_42_373_alpha_fair_w_throughput_1.0_45,2026-09-01T11:49:22.832528,45,w_throughput,1.0,373,alpha_fair,100.0,100.0,100.0,0.8172,0.152146,11.81,3.44,0.000519,SIMULATION
sensitivity_42_373_alpha_fair_w_throughput_1.0_46,2026-09-01T11:49:22.834054,46,w_throughput,1.0,373,alpha_fair,100.0,100.0,100.0,0.7982,0.145061,20.44,3.0,0.000518,SIMULATION
sensitivity_42_373_game_theory_w_throughput_1.0_42,2026-09-01T11:49:22.968876,42,w_throughput,1.0,373,game_theory,100.0,100.0,100.0,0.167,0.059295,16.95,1.13,0.00033,SIMULATION
sensitivity_42_373_game_theory_w_throughput_1.0_43,2026-09-01T11:49:23.102528,43,w_throughput,1.0,373,game_theory,100.0,100.0,100.0,0.1741,0.060101,8.54,4.48,0.000369,SIMULATION
sensitivity_42_373_game_theory_w_throughput_1.0_44,2026-09-01T11:49:23.241421,44,w_throughput,1.0,373,game_theory,100.0,100.0,100.0,0.163,0.058246,13.72,3.71,0.000667,SIMULATION
sensitivity_42_373_game_theory_w_throughput_1.0_45,2026-09-01T11:49:23.395758,45,w_throughput,1.0,373,game_theory,100.0,100.0,100.0,0.1676,0.060641,11.81,3.44,0.000357,SIMULATION
sensitivity_42_373_game_theory_w_throughput_1.0_46,2026-09-01T11:49:23.528278,46,w_throughput,1.0,373,game_theory,100.0,100.0,100.0,0.1719,0.053192,20.44,3.0,0.000312,SIMULATION
sensitivity_42_5_equal_w_throughput_1.5_42,2026-09-01T11:49:23.528420,42,w_throughput,1.5,5,equal,100.0,43.51,43.51,0.8536,1.846224,16.95,1.13,3.4e-05,SIMULATION
sensitivity_42_5_equal_w_throughput_1.5_43,2026-09-01T11:49:23.528512,43,w_throughput,1.5,5,equal,100.0,57.93,57.93,0.8118,0.63894,8.54,4.48,2.8e-05,SIMULATION
sensitivity_42_5_equal_w_throughput_1.5_44,2026-09-01T11:49:23.528618,44,w_throughput,1.5,5,equal,100.0,37.12,37.12,0.6829,2.125928,13.72,3.71,4.1e-05,SIMULATION
sensitivity_42_5_equal_w_throughput_1.5_45,2026-09-01T11:49:23.528704,45,w_throughput,1.5,5,equal,100.0,48.12,48.12,0.836,1.433989,11.81,3.44,2.6e-05,SIMULATION
sensitivity_42_5_equal_w_throughput_1.5_46,2026-09-01T11:49:23.528789,46,w_throughput,1.5,5,equal,100.0,49.63,49.63,0.7262,1.119834,20.44,3.0,2.6e-05,SIMULATION
sensitivity_42_5_proportional_w_throughput_1.5_42,2026-09-01T11:49:23.528885,42,w_throughput,1.5,5,proportional,100.0,43.51,43.51,0.8536,1.846224,16.95,1.13,2.6e-05,SIMULATION
sensitivity_42_5_proportional_w_throughput_1.5_43,2026-09-01T11:49:23.528969,43,w_throughput,1.5,5,proportional,100.0,57.93,57.93,0.8118,0.63894,8.54,4.48,2.6e-05,SIMULATION
sensitivity_42_5_proportional_w_throughput_1.5_44,2026-09-01T11:49:23.529052,44,w_throughput,1.5,5,proportional,100.0,37.12,37.12,0.6829,2.125928,13.72,3.71,2.6e-05,SIMULATION
sensitivity_42_5_proportional_w_throughput_1.5_45,2026-09-01T11:49:23.529135,45,w_throughput,1.5,5,proportional,100.0,48.12,48.12,0.836,1.433989,11.81,3.44,2.5e-05,SIMULATION
sensitivity_42_5_proportional_w_throughput_1.5_46,2026-09-01T11:49:23.529219,46,w_throughput,1.5,5,proportional,100.0,51.37,51.37,0.7028,0.966066,20.44,3.0,2.6e-05,SIMULATION
sensitivity_42_5_priority_w_throughput_1.5_42,2026-09-01T11:49:23.529314,42,w_throughput,1.5,5,priority,100.0,100.0,100.0,0.9686,-5.239048,16.95,1.13,2.6e-05,SIMULATION
sensitivity_42_5_priority_w_throughput_1.5_43,2026-09-01T11:49:23.529405,43,w_throughput,1.5,5,priority,100.0,100.0,100.0,0.9278,-5.355637,8.54,4.48,2.6e-05,SIMULATION
sensitivity_42_5_priority_w_throughput_1.5_44,2026-09-01T11:49:23.529496,44,w_throughput,1.5,5,priority,100.0,100.0,100.0,0.9399,-5.242921,13.72,3.71,2.6e-05,SIMULATION
sensitivity_42_5_priority_w_throughput_1.5_45,2026-09-01T11:49:23.529600,45,w_throughput,1.5,5,priority,100.0,100.0,100.0,0.9565,-5.617571,11.81,3.44,3.9e-05,SIMULATION
sensitivity_42_5_priority_w_throughput_1.5_46,2026-09-01T11:49:23.529693,46,w_throughput,1.5,5,priority,100.0,100.0,100.0,0.9334,-5.616882,20.44,3.0,2.7e-05,SIMULATION
sensitivity_42_5_max_min_fairness_w_throughput_1.5_42,2026-09-01T11:49:23.529789,42,w_throughput,1.5,5,max_min_fairness,100.0,43.51,43.51,0.8536,1.846224,16.95,1.13,2.7e-05,SIMULATION
sensitivity_42_5_max_min_fairness_w_throughput_1.5_43,2026-09-01T11:49:23.529879,43,w_throughput,1.5,5,max_min_fairness,100.0,57.93,57.93,0.8118,0.63894,8.54,4.48,2.7e-05,SIMULATION
sensitivity_42_5_max_min_fairness_w_throughput_1.5_44,2026-09-01T11:49:23.529970,44,w_throughput,1.5,5,max_min_fairness,100.0,37.12,37.12,0.6829,2.125928,13.72,3.71,2.6e-05,SIMULATION
sensitivity_42_5_max_min_fairness_w_throughput_1.5_45,2026-09-01T11:49:23.530058,45,w_throughput,1.5,5,max_min_fairness,100.0,48.12,48.12,0.836,1.433989,11.81,3.44,2.6e-05,SIMULATION
sensitivity_42_5_max_min_fairness_w_throughput_1.5_46,2026-09-01T11:49:23.530148,46,w_throughput,1.5,5,max_min_fairness,100.0,51.37,51.37,0.7028,0.966066,20.44,3.0,2.6e-05,SIMULATION
sensitivity_42_5_alpha_fair_w_throughput_1.5_42,2026-09-01T11:49:23.530239,42,w_throughput,1.5,5,alpha_fair,100.0,43.51,43.51,0.8536,1.846224,16.95,1.13,2.7e-05,SIMULATION
sensitivity_42_5_alpha_fair_w_throughput_1.5_43,2026-09-01T11:49:23.530327,43,w_throughput,1.5,5,alpha_fair,100.0,57.93,57.93,0.8118,0.63894,8.54,4.48,2.7e-05,SIMULATION
sensitivity_42_5_alpha_fair_w_throughput_1.5_44,2026-09-01T11:49:23.530418,44,w_throughput,1.5,5,alpha_fair,100.0,37.12,37.12,0.6829,2.125928,13.72,3.71,2.8e-05,SIMULATION
sensitivity_42_5_alpha_fair_w_throughput_1.5_45,2026-09-01T11:49:23.530505,45,w_throughput,1.5,5,alpha_fair,100.0,48.12,48.12,0.836,1.433989,11.81,3.44,2.7e-05,SIMULATION
sensitivity_42_5_alpha_fair_w_throughput_1.5_46,2026-09-01T11:49:23.530620,46,w_throughput,1.5,5,alpha_fair,100.0,51.37,51.37,0.7028,0.966066,20.44,3.0,4.1e-05,SIMULATION
sensitivity_42_5_game_theory_w_throughput_1.5_42,2026-09-01T11:49:23.531106,42,w_throughput,1.5,5,game_theory,100.0,28.5,28.5,0.8938,2.44739,16.95,1.13,3.2e-05,SIMULATION
sensitivity_42_5_game_theory_w_throughput_1.5_43,2026-09-01T11:49:23.531598,43,w_throughput,1.5,5,game_theory,100.0,29.5,29.5,0.9603,2.448474,8.54,4.48,4.5e-05,SIMULATION
sensitivity_42_5_game_theory_w_throughput_1.5_44,2026-09-01T11:49:23.532001,44,w_throughput,1.5,5,game_theory,100.0,26.5,26.5,0.8577,2.504709,13.72,3.71,3.5e-05,SIMULATION
sensitivity_42_5_game_theory_w_throughput_1.5_45,2026-09-01T11:49:23.532513,45,w_throughput,1.5,5,game_theory,100.0,29.5,29.5,0.9932,2.487565,11.81,3.44,3.3e-05,SIMULATION
sensitivity_42_5_game_theory_w_throughput_1.5_46,2026-09-01T11:49:23.533074,46,w_throughput,1.5,5,game_theory,100.0,27.5,27.5,0.8806,2.279085,20.44,3.0,3.4e-05,SIMULATION
sensitivity_42_10_equal_w_throughput_1.5_42,2026-09-01T11:49:23.533197,42,w_throughput,1.5,10,equal,100.0,83.16,83.16,0.9016,0.209052,16.95,1.13,3.8e-05,SIMULATION
sensitivity_42_10_equal_w_throughput_1.5_43,2026-09-01T11:49:23.533315,43,w_throughput,1.5,10,equal,100.0,88.73,88.73,0.9512,-0.158082,8.54,4.48,3.7e-05,SIMULATION
sensitivity_42_10_equal_w_throughput_1.5_44,2026-09-01T11:49:23.533433,44,w_throughput,1.5,10,equal,100.0,80.28,80.28,0.8952,0.403073,13.72,3.71,3.7e-05,SIMULATION
sensitivity_42_10_equal_w_throughput_1.5_45,2026-09-01T11:49:23.533550,45,w_throughput,1.5,10,equal,100.0,78.39,78.39,0.9246,0.53764,11.81,3.44,3.6e-05,SIMULATION
sensitivity_42_10_equal_w_throughput_1.5_46,2026-09-01T11:49:23.533680,46,w_throughput,1.5,10,equal,100.0,81.37,81.37,0.9003,0.057443,20.44,3.0,3.7e-05,SIMULATION
sensitivity_42_10_proportional_w_throughput_1.5_42,2026-09-01T11:49:23.533801,42,w_throughput,1.5,10,proportional,100.0,100.0,100.0,0.7951,-1.187343,16.95,1.13,3.7e-05,SIMULATION
sensitivity_42_10_proportional_w_throughput_1.5_43,2026-09-01T11:49:23.533920,43,w_throughput,1.5,10,proportional,100.0,100.0,100.0,0.8273,-1.155213,8.54,4.48,3.7e-05,SIMULATION
sensitivity_42_10_proportional_w_throughput_1.5_44,2026-09-01T11:49:23.534039,44,w_throughput,1.5,10,proportional,100.0,100.0,100.0,0.7675,-1.259875,13.72,3.71,3.7e-05,SIMULATION
sensitivity_42_10_proportional_w_throughput_1.5_45,2026-09-01T11:49:23.534157,45,w_throughput,1.5,10,proportional,100.0,94.6,94.6,0.8119,-0.785792,11.81,3.44,3.7e-05,SIMULATION
sensitivity_42_10_proportional_w_throughput_1.5_46,2026-09-01T11:49:23.534277,46,w_throughput,1.5,10,proportional,100.0,100.0,100.0,0.794,-1.508172,20.44,3.0,3.7e-05,SIMULATION
